Identifier (RIC),Company Name,Country of Exchange,GICS Industry Name,"Company Market Capitalization
(USD)",ISIN,"ESG Score
(FY-1)","ESG Score
(FY-2)","ESG Score
(FY-3)","ESG Score
(FY-4)","ESG Score
(FY-5)","ESG Score
(FY-6)","ESG Score
(FY-7)","ESG Score
(FY-8)","ESG Score
(FY-9)","ESG Score
(FY-10)","ESG Score
(FY-11)","ESG Score
(FY-12)","ESG Score
(FY-13)","ESG Score
(FY-14)","ESG Score
(FY-15)","ESG Score
(FY-16)","ESG Score
(FY-17)","ESG Score
(FY-18)","ESG Score
(FY-19)","ESG Score
(FY-20)","ESG Score
(FY-21)","ESG Score
(FY-22)","ESG Score
(FY-23)","ESG Score
(FY-24)","ESG Score
(FY-25)","Controversies Score
(FY0)","Environmental Pillar ESG Score
(FY0)","Social Pillar ESG Score
(FY0)","Governance Pillar ESG Score
(FY0)","ESG Score
(FY0)"
NOW.N,ServiceNow Inc,United States of America,Software,112247562720,US81762P1021,71.4573953073212,64.6990419961944,60.9908146536504,53.4768078796561,36.9065264508674,29.5243110183556,24.9427729920186,19.6640763816361,24.1698704395181,26.8609256519277,14.8058343565394,,,,,,,,,,,,,,,0,2.5,3.5,3.230769,75.7221949788512
HWM.N,Howmet Aerospace Inc,United States of America,Aerospace & Defense,109537425620.91,US4432011082,74.7434735770359,75.8139675022708,67.5852692467848,66.2168359167273,51.8724185073569,55.0990074196597,57.4579909907892,74.2521361160833,73.3271446298079,67.6698749263612,71.6808079072273,68.1288351123408,71.5218897299587,53.8814951141442,65.9834675286547,62.8742589623251,69.5914189213223,57.8121371541317,56.8547186594093,,,,,,,0.715091,2.777778,3,3,71.6612047846726
HOOD.OQ,Robinhood Markets Inc,United States of America,Capital Markets,107304182592.12,US7707001027,43.5703567525609,47.7182805663076,,,,,,,,,,,,,,,,,,,,,,,,0,1.5,1,2.428571,51.7200264795983
SO.N,Southern Co,United States of America,Electric Utilities,107285245496.66,US8425871071,59.8882242584311,56.8521541730654,62.6452580446333,67.7743187690337,64.2424289619681,61.8111501644241,67.1584965667855,64.2318441083822,56.8457901455741,47.7876289918489,48.0085659637484,45.7879902265665,42.8559728132472,48.7415702117135,67.6006835579048,70.3030640374234,57.0498517433339,73.4927666334118,73.2553368426875,71.5973963413513,64.6287916320021,56.9220461060338,,,,0,1.933333,2.714286,3.2,62.3732835310117
CDNS.OQ,Cadence Design Systems Inc,United States of America,Software,106995921800,US1273871087,76.4261364877479,76.2720430273653,76.7874700637292,87.4239240872821,74.7208407483688,47.3293569915122,46.278782821992,36.2884074828807,31.4813508072984,32.5418031754693,38.6496244429553,39.6037309978121,28.5047787179007,30.5754592565677,24.2749954756435,28.9074603255861,31.0447070643507,50.654112414846,43.2483369239981,,,,,,,0,2.75,2.75,3.692308,86.7022381596745
BN.N,Brookfield Corp,United States of America,Capital Markets,105625734787.23,CA11271J1075,64.9542566623988,73.5443631973883,72.3818848714844,74.8492143211143,70.4169080416634,69.8704851616079,68.9235179601634,66.1266546776928,60.1813530152707,53.032596695967,38.0686912936912,62.1617936718586,49.7455681329166,45.3419249093586,37.0181492941508,37.2398087114112,32.5659815372087,33.7288673397129,38.9198884017536,32.5887682789353,,,,,,0,2.333333,2.428571,3.857143,61.0850547987706
MDT.N,Medtronic PLC,United States of America,Health Care Equipment & Supplies,105462923204.1,IE00BTN1Y115,72.0138912114028,71.5976300512885,76.8502999256277,68.7454103331241,71.8538580377426,78.5622364842725,78.3485661125342,76.4031658012025,70.549238775188,61.0364545166104,75.9575492608948,73.7548522824311,70.0944541558633,68.2961242681362,69.6700660888669,69.9474695784907,60.7338346331428,51.0029632517835,54.6943219312765,53.2921933062827,50.5652458149901,46.2467637668958,35.4349656125414,,,0,2.666667,3.428571,3.461538,69.2938494170992
BNY.N,Bank of New York Mellon Corp,United States of America,Capital Markets,104508073391.7,US0640581007,85.2482893698921,80.0476163908015,70.4602202498578,72.4200983580952,69.7339114684102,84.1859338374381,74.5273363939257,77.9945576010028,67.1290007898339,60.2205275562207,59.6645480709355,58.1909874138459,53.2679590157503,51.5661822294832,48.6437416914138,36.8462894972174,35.603488850378,24.4679749915231,27.5589045356001,40.193929067073,40.5220296793295,46.2619586808505,,,,1.078443,3,4,4.428571,85.0836967977746
TT.N,Trane Technologies PLC,United States of America,Building Products,104338185144,IE00BK9ZQ967,74.5009097481817,76.3156337395275,74.4958923876735,75.1161458383994,73.7424967779722,71.7881947560918,66.3725179535669,69.0409739575806,68.1611928164637,61.365473502096,64.0493515277565,5.87369646487833,75.8334645025107,78.1694658103801,72.2563778787699,62.9597547258144,58.8608834180782,59.4760379743413,39.3042860004514,,,,,,,0,4.230769,3.714286,3.5,71.5130914176817
EQIX.OQ,Equinix Inc,United States of America,Specialized REITs,102156968563.36,US29444U7000,73.1241201230143,66.6820588763045,60.3801978263191,60.8838300326111,65.4627899941674,68.5096289368684,66.4625223242878,68.7904699977365,69.0154155894384,65.6936947893366,43.1431467979615,36.8142142089409,39.4698110406835,38.5768771431798,27.4263241380909,39.9710631793499,,,,,,,,,,0,2.916667,3,4,71.2235381231801
GD.N,General Dynamics Corp,United States of America,Aerospace & Defense,101303148050.2,US3695501086,63.4898601516184,68.9790662696001,66.4747810068951,60.8112803841275,63.4017249838388,55.6091211428025,60.4251336148374,58.1582242499804,56.2136431582414,51.8483462398833,40.1789157840094,37.1521265112466,46.0780269069147,36.9533576664158,35.2925179652715,36.4827039413671,42.4959197156933,33.8611450459988,26.8492918669548,41.0267088342748,36.8236747007923,42.0389785169554,,,,0.739414,2.076923,2,2.923077,62.0402870014758
NEM.N,Newmont Corporation,United States of America,Metals & Mining,101214677554.84,US6516391066,87.1673980090668,86.8987815342502,89.1356326400718,88.0504385080754,83.4149452435095,85.8954429709472,87.4306728718133,81.8337510584701,81.7924063289787,80.0364864311493,82.8210230876648,81.1689422488451,83.6503615847937,85.2211112874672,81.6843259401092,81.509096644874,78.5063268682803,76.7887640669112,66.4547135511379,79.4926245853856,,,,,,2.698137,3.5,4,4.384615,86.9802226221819
PNC.N,PNC Financial Services Group Inc,United States of America,Banks,100756581815.12,US6934751057,64.1702300671428,72.1217412734689,75.6261543929222,78.1555801166712,72.5643896242977,81.3731009690134,81.7240698098497,80.3221656759456,72.6567790564854,71.7610830792432,69.0376259148912,69.5804181803871,68.8371085768117,70.0100427871291,65.3736653571577,64.77166693758,48.2101854774201,44.5105237304483,31.5860314490868,56.2811980092097,59.7018869755032,41.0585476994137,,,,0,3,2,2.928571,65.2826365933703
PWR.N,Quanta Services Inc,United States of America,Construction & Engineering,100265689757.33,US74762E1029,74.7444125441886,73.0469949203579,69.6891841932061,47.8571214355859,49.135286244199,32.4691618858955,25.5044807636232,33.3266816426397,35.6829202257158,35.8932015476083,30.8140924826995,25.8574946858681,24.5795719141532,26.1665730245862,21.8866099181311,15.2881594499431,,,,,,,,,,0,3.058824,2.571429,3.692308,76.4676193014136
SPOT.N,Spotify Technology SA,United States of America,Entertainment,99906675238.68,LU1778762911,55.7873045575303,53.8993142668885,46.0233428920332,46.6011705998072,42.0837654177609,44.9717165074806,,,,,,,,,,,,,,,,,,,,0,3,1,3.545455,53.506694968464
MAR.OQ,Marriott International Inc,United States of America,"Hotels, Restaurants & Leisure",98308392426.86,US5719032022,78.9237942287506,79.1548864657314,77.2189708112366,84.0084490928514,80.5116202440213,74.7372748970205,73.6414022424907,77.4908674398118,70.9662779521917,68.7097601237279,63.4402385465387,69.1423338063425,66.3341352313783,67.4128345905203,74.3638775088419,62.5373945008494,57.4236251694789,48.8230471971692,43.9249798906441,22.6664842263934,23.8389772782562,29.2459810714123,,,,3.366247,2.555556,2.625,3,72.9319437587212
NET.N,Cloudflare Inc,United States of America,IT Services,97892331751.2,US18915M1071,50.5583805912913,42.3853012775653,44.5703632728077,33.2228307839649,27.6989307125735,,,,,,,,,,,,,,,,,,,,,0,1.75,3.25,2.461538,52.034245430655
DUK.N,Duke Energy Corp,United States of America,Electric Utilities,97652222141.42,US26441C2044,68.4305415300066,70.3525152621317,69.3476774027866,69.0902309861014,66.1973817516398,71.0321762186135,75.5672555915328,75.1577751155212,75.7566559911511,74.3990858047284,71.2836966034735,77.8273355354278,71.9162772557217,72.1532250357393,72.4281937387868,57.1693711196822,48.0420642306591,19.1531310198517,33.3141075168465,41.1287558508499,35.0894980853121,,,,,0,3.066667,3.285714,3.4,63.0010135712984
ADP.OQ,Automatic Data Processing Inc,United States of America,Professional Services,97371273752.38,US0530151036,61.086245979636,64.0342255634156,72.2558838027737,73.5929569292681,72.1805893596073,63.8523294947585,57.2569815128581,63.4759641431835,55.5473162244779,47.4365748569773,41.5504649307254,34.332067408848,37.1741345614006,38.2667167190193,33.2829434264793,22.1907287052989,27.1577409601032,50.5854492945726,54.0288696963648,26.6707354945566,25.3392990416168,51.4264961099682,,,,0,2.25,1.75,3.615385,63.4003154756825
DDOG.OQ,Datadog Inc,United States of America,Software,96255194707.49,US23804L1035,32.4256277853033,28.1831290272939,23.0116197441186,15.7184076255605,,,,,,,,,,,,,,,,,,,,,,0,0.75,0.75,2,30.2581708787972
USB.N,US Bancorp,United States of America,Banks,96087354215.5,US9029733048,66.9096683972387,68.7440762611813,65.0100311097058,57.3078709456519,56.8134672341363,52.6709206261095,53.5132924765328,51.0430709364196,42.6088352786161,39.9752306392531,45.7680687228732,55.4673048294737,50.2932261170844,50.8044173739986,58.0254667915221,55.2961378254359,49.1204851432659,41.1838744319707,37.5540494334684,46.6012534610384,34.5371528510354,30.4262082074968,,,,0,2.75,1.5,3.142857,61.0636912593439
UPS.N,United Parcel Service Inc,United States of America,Air Freight & Logistics,94129695336.46,US9113121068,69.9184072147514,72.2438268975868,74.1808009883685,74.048990319562,71.0856569493559,70.0605362340881,69.3938865273366,70.6144326530648,72.056701636416,57.9795779742601,67.3004148339325,70.3058200153014,72.8459982881855,71.6983765524893,74.4968373354994,70.7778893056722,57.5853045587803,46.3020505465868,57.5122330322263,55.5712095924624,42.1311630275597,47.8636855061797,,,,1.792876,2.25,3.25,3.8,66.0904016228749
MNST.OQ,Monster Beverage Corp,United States of America,Beverages,93927898884.4,US61174X1090,37.9446352740071,39.7016731005579,38.9484227725863,39.3402743007714,37.2752520192821,34.9973583598612,31.1372762526277,22.8507863325172,15.3284502705254,14.4463305367191,14.0835546046344,17.0401092154094,9.28273540240382,14.527078621511,14.7913166761651,21.8117630308834,17.9000371038682,,,,,,,,,0,1.933333,1.571429,3.5,36.3835080201373
WM.N,Waste Management Inc,United States of America,Commercial Services & Supplies,93033054465.84,US94106L1098,84.3295720051883,84.5881758700678,85.7278408799521,87.338023294562,87.8953296537172,89.5358385651391,91.6005795801865,82.4392780330875,85.5640917271991,79.1027721003989,68.9056009182834,76.9476416164306,76.3327889077148,68.8128390213511,73.4293316598704,61.3102005670219,66.4241909492646,56.4935932424104,58.2668943626504,,,,,,,0,2.846154,2.857143,4.125,79.5906361165508
CMI.N,Cummins Inc,United States of America,Machinery,92920457827.13,US2310211063,62.9727929782122,63.4621032236709,70.3417257889084,70.8199917471824,69.6638336018022,70.3893603746231,69.9707106113939,76.6078542325024,74.3876065571256,76.3738591942128,74.6123443060656,73.8959120000571,64.9439297464576,69.6228817982885,58.3639762836011,56.3359477119801,38.1681488275614,36.0105398154249,41.2309030253017,30.0180025181191,38.4672727439381,45.3287913245845,,,,2.75374,3.461538,2.428571,3.75,64.4954123792644
MCK.N,McKesson Corp,United States of America,Health Care Providers & Services,92820407013.45,US58155Q1031,66.1042821140218,60.7423951828591,65.5809833528311,72.1439112666497,68.1502243085487,59.8496841981733,67.3322976142324,63.5095945880213,55.6170062455697,55.3952060395096,58.9932636560102,59.8173793698163,57.2637027055336,62.5213423515021,65.8127558135882,64.4508998951933,47.6626077507241,45.1102149839074,45.0110919228807,45.6367208271366,,,,,,1.749546,1.888889,0.857143,3.384615,57.7077884664569
SNOW.N,Snowflake Inc,United States of America,IT Services,92712034000,US8334451098,28.1293144797928,31.4193022430759,42.9538724443644,4.50900536143455,,,,,,,,,,,,,,,,,,,,,,0,0.75,0.75,2.230769,26.5667982871458
MELI.OQ,MercadoLibre Inc,United States of America,Broadline Retail,92458478700.68,US58733R1023,49.6405501697288,47.9168751356651,45.9918608183263,53.3727709793153,52.0797932965849,43.6183316499877,33.4381329473641,24.8020868070577,,,,,,,,,,,,,,,,,,1.591659,3.5,2.5,1.818182,46.7737265381949
WMB.N,Williams Companies Inc,United States of America,"Oil, Gas & Consumable Fuels",92275219094.25,US9694571004,63.6061235599269,67.9589049589338,74.0873410402936,73.5989483257963,75.7778942145984,67.0912617519828,56.3093185895258,55.0465533831878,57.7094836634253,56.4661147848503,50.6566272556721,50.2042813283728,42.2010186221337,45.4657109278224,60.1956919774445,47.8659380095996,29.8301892438645,22.4861701190873,13.8901585579312,15.0362688346267,16.0863020929934,7.1260698274691,,,,0.783156,3.285714,2.714286,3.230769,71.2018644930182
CSX.OQ,CSX Corp,United States of America,Ground Transportation,91754896709.28,US1264081035,68.6365732008182,63.8112799844705,65.9432924749023,58.6131293662751,55.8641117297417,57.7419733078885,54.8726844051367,68.3120397785762,68.4873930368689,66.1987960028931,68.5344041400981,70.1894551520056,72.8925032697495,60.581993965729,62.8611485346288,55.6895815841635,55.0309056352628,24.5338930348258,6.79432254964766,17.2321058674525,8.17339342684964,23.1289495723675,,,,3.179293,3,2.375,3.9,70.7446600889499
ELV.N,Elevance Health Inc,United States of America,Health Care Providers & Services,91292892928.2,US0367521038,78.6373279855664,81.3971856655969,84.4287529456843,87.6216414173002,82.4260537717527,75.6020575800931,62.4712987159093,62.4720283361613,59.5476561729925,60.7592546260971,60.894500264062,58.5842458575656,63.5967518711124,68.089756680747,68.7432418998784,52.7268037363574,41.8690589517804,27.9843435800066,31.0980285930461,,,,,,,0,2.666667,2.857143,3,77.0108180423245
HCA.N,HCA Healthcare Inc,United States of America,Health Care Providers & Services,90734696598,US40412C1018,72.5354067353609,70.9970629184178,63.6480828632585,70.2981693946132,65.8632841144056,60.8605660799604,53.7319658306475,63.443246756241,55.6526769866089,47.157489729634,32.1187063876198,22.0792454620631,19.1822690687291,21.8549744651993,23.5839199547137,10.6761132519803,11.7445714851491,23.5677490165917,28.9359925446124,32.6894437073408,31.410365818968,26.5596653510433,,,,1.393933,1.666667,0.857143,2.923077,68.8377654685486
ADBE.OQ,Adobe Inc,United States of America,Software,90033750000,US00724F1012,69.2511957114717,71.2954501520612,76.6705138490446,76.1894370475711,71.1903987243004,79.2962631221013,79.188327860636,78.6135950826455,75.0652024433826,70.2617480871169,74.0585202014266,68.6046252063681,71.575130668212,52.6118045689539,51.0102333925202,57.1317838987435,55.9338534927804,52.3473563235165,46.4097840701635,49.6539448591259,56.078432824328,46.9516172838483,,,,0.665128,3.75,2.75,3.769231,67.4515384422896
CEG.OQ,Constellation Energy Corp,United States of America,Electric Utilities,89890416895.44,US21037T1097,51.4260473258617,53.6089613735619,27.6390745939751,,,,,,,,,,,,,,,,,,,,,,,0,2.866667,3,2.4,49.5901010335557
ABNB.OQ,Airbnb Inc,United States of America,"Hotels, Restaurants & Leisure",87257093779.46,US0090661010,36.2178451971359,39.8630415156868,32.8025183240278,28.1140726664261,,,,,,,,,,,,,,,,,,,,,,0,3,1,2.272727,40.9652686309498
CME.OQ,CME Group Inc,United States of America,Capital Markets,87220951287.345,US12572Q1058,63.3393018879679,62.2465092975931,47.2321563179305,53.2171329634307,47.5589129039169,47.1472816993108,44.069228702447,44.773433908007,53.0836123135646,45.6470545016639,47.5224494405002,31.5592163280129,30.8733936297273,42.4696818145101,36.2957099173654,48.8571616700271,48.4164465813715,56.4514726373824,41.6463064805266,17.2483695669354,,,,,,0,1.5,2,3.214286,64.2420066782416
FCX.N,Freeport-McMoRan Inc,United States of America,Metals & Mining,87015498628.45,US35671D8570,76.531491515181,76.3769708522093,81.7432282940756,81.3270222913455,81.8317131385912,82.9045324618924,84.1029984220392,83.7902026097687,87.0975914827992,80.808698455467,80.9669762503082,78.7912230560817,81.7139513060382,86.2803349374902,84.3578199040911,84.7981559048244,78.3454704049373,59.5619763555,52.9426737421382,33.8278319513996,16.3818962510196,12.4408403065491,24.2249180028293,,,5,3.428571,4.571429,3.538462,83.3289967376854
KKR.N,KKR & Co Inc,United States of America,Capital Markets,86438228030.07,US48251W1045,40.6189599836944,39.7819962219068,38.6511214313805,35.7690724478862,32.891040943998,33.9728606928866,31.7887095169623,,,,,,,,,,,,,,,,,,,0,3,0.5,1.714286,41.3073604892486
MRSH.N,Marsh & McLennan Companies Inc,United States of America,Insurance,86241215679,US5717481023,63.9640326164043,63.027876623627,64.1026667690893,57.3712132981064,53.9631602920942,50.3914200797644,42.3869706646311,39.5114844146809,42.6227736032242,38.3876065999605,47.8802280295747,49.0677362037813,49.9402885251753,55.3348172968574,45.7522019237931,23.3752215314677,33.2389888384571,34.2099871817451,5.64097334207122,36.10336796298,25.796830786644,29.0493310862825,,,,0,2.75,2.75,3.142857,54.7657812232158
JCI.N,Johnson Controls International PLC,United States of America,Building Products,85739545689.59,IE00BY7QL619,80.4016517534039,77.7929817086053,77.8083539656058,78.0692706414682,86.7120978204689,81.9257614890896,76.6311755906269,74.8004451040421,85.9187056398052,82.9618049850398,82.9598406682939,83.0801120974855,90.4164156742055,83.7776974894937,75.5949917430605,83.1154672933953,84.6677396656961,54.4375739177933,61.525025165926,50.8266944997681,51.5344096831438,33.8166015174821,,,,3.083671,3.692308,3.285714,4,74.5321559380071
ACN.N,Accenture PLC,United States of America,IT Services,85096669677.54,IE00B4BNMY34,83.5371213742591,80.9130917230646,82.8877098432733,81.2901061836813,79.7051994276763,81.1323944054638,84.1795936029444,81.0848006091229,78.8057802863871,86.8493126422653,72.5482858483478,72.9108497320473,71.701227408967,74.2094105345249,78.3129439583643,72.6574775378903,69.0716272558889,55.4673257957187,37.3415619811059,32.4375890452306,43.2489576807586,,,,,0,3.75,2.75,4.076923,77.6632308788535
MCO.N,Moody's Corp,United States of America,Capital Markets,85082394000,US6153691059,70.5816367017292,70.5515534095753,70.1542258629595,70.7906091616335,74.0662689389159,65.7859637048207,64.5377736932433,57.6518209170837,53.3149113593563,49.5259055240448,47.0531285134016,35.9065496934268,41.5817498854196,45.8231756428376,30.7550764939687,30.3715662788165,36.3680797554079,32.2809589077828,24.8821271405623,30.2353342469637,,,,,,0,4.5,2,4.214286,74.3444402259621
SNPS.OQ,Synopsys Inc,United States of America,Software,84919165844.25,US8716071076,63.5222879217792,63.5439566948139,66.0850308567398,67.8690617621123,59.4569963693502,59.7348370625611,47.022250866505,45.7996066001283,48.7331623161743,34.6654180447014,35.2206166311966,36.0086459816556,37.3574163192384,44.4910829327298,49.2425191051253,34.8612244947128,32.7432843911031,36.4271357694985,41.5026818917935,40.6822615003801,,,,,,0.832472,2.75,2,4.076923,70.723597137141
DASH.OQ,DoorDash Inc,United States of America,"Hotels, Restaurants & Leisure",83936854606.08,US25809K1051,42.9602000344563,44.3655809646595,46.1802445511743,32.9154290390596,,,,,,,,,,,,,,,,,,,,,,1.763294,0.75,1,2.272727,43.1096155001876
CMCSA.OQ,Comcast Corp,United States of America,Diversified Telecommunication Services,83911648803.93,US20030N1019,56.9383399101212,67.4352260707368,64.6683728295972,60.8285011898526,58.016534431006,61.9946641791165,54.6387022093795,60.2306056652482,52.4205991203138,50.5022659615845,36.7004319400813,34.2718854404125,34.7628932734801,33.4382791851814,37.8871747253371,37.6456996094506,28.7966562769155,11.9552458620007,12.2000218884651,16.9136269127229,6.17689997470511,10.4074477818555,,,,0.457066,3.25,2,3,55.8947024410825
VLO.N,Valero Energy Corp,United States of America,"Oil, Gas & Consumable Fuels",83512344937.5,US91913Y1001,67.0754794296852,71.5166266838425,66.5012712953473,67.7565917915516,53.1195287365625,52.9967674636036,52.4676820944792,51.0993227873799,52.5870379769397,52.1872225004651,51.0790087451318,51.7337526544686,52.5086500858037,50.9793711813816,46.9059418178094,48.7769575352236,42.5373489827441,38.7076517864161,38.2377468939449,35.1606739852332,25.6805878031436,17.4067155730652,,,,2.103543,2.571429,2.714286,3,66.1380898303536
MPC.N,Marathon Petroleum Corp,United States of America,"Oil, Gas & Consumable Fuels",82705648695.5,US56585A1025,80.3450429283739,78.6566975933734,76.5945652553858,67.9508539789316,64.8870635896442,58.581632201507,61.3497336920436,61.9516538543326,59.8138840691999,60.606221023008,56.5926636559986,58.525214844786,61.0598877858819,,,,,,,,,,,,,5,4.142857,3.142857,3,75.5680347040064
SHW.N,Sherwin-Williams Co,United States of America,Chemicals,81890425240.63,US8243481061,62.5792437233752,68.7856997132582,74.2989255472178,74.8105475688271,72.1626864390878,64.0191511122106,62.1252855969233,58.1421297397724,61.4247834165482,61.501893826638,64.1904191577565,63.471319852746,65.0802706293297,52.4698354907238,42.4245046226711,37.3125351423478,41.9154458633347,39.2668768524708,40.3128783924375,55.2579296496381,,,,,,0.487845,3.266667,2.857143,3.1,61.4614691708838
MMM.N,3M Co,United States of America,Industrial Conglomerates,81020258323.74,US88579Y1010,88.4938855279453,90.9223213602862,90.0080344132022,93.8669467831878,89.9591075124622,88.3864495567985,90.5219939482501,88.1283889653914,86.5140768249315,89.9968812906479,88.2281958855095,86.0433649256556,86.7036021944441,86.8360014941914,78.0621299980353,77.6459762400471,74.2188744155247,56.6995585167783,65.7826206139267,54.6897034991625,41.6119567716808,48.7863495873561,,,,3.203649,3.642857,3.625,4.1,84.2160091175224
EPD.N,Enterprise Products Partners L.P,United States of America,"Oil, Gas & Consumable Fuels",80677596325.59,US2937921078,29.9428273557817,35.1408746438302,39.0259203448564,42.0262166936259,43.0114393175126,23.0747421992252,23.6358302939231,22.0322524482592,15.7401852421148,15.1236082264987,16.0023930016921,14.7174519933591,16.6070879044506,17.1167736557799,11.5984652835212,10.4089730264479,,,,,,,,,,0,1.411765,0.571429,1.538462,29.699174474987
RCL.N,Royal Caribbean Cruises Ltd,United States of America,"Hotels, Restaurants & Leisure",77261609262.24,LR0008862868,67.9772298313796,71.0782917947342,69.9419675822437,71.5412390433277,71.7576980378939,72.2638890747249,70.0803971322621,69.8440663514192,70.8633732717316,65.9701701046924,59.5161972242202,58.1894663698626,54.6458388007342,57.4519906198312,52.1417529967537,49.7217619442142,45.4729847956713,27.8560287751464,27.2259488590757,23.8302139037433,,,,,,0,3.416667,3.25,4.2,69.2030437495253
CI.N,Cigna Group,United States of America,Health Care Providers & Services,77190555487.2,US1255231003,70.5606490905309,73.106444338911,74.0257622230709,73.9565449289799,70.6678777688331,65.25929307767,63.0704308722076,,69.3458933814377,56.7644848830395,60.9644180750207,59.9831399633334,52.5789510681902,49.5490783674842,45.6159511325603,56.2649820296737,40.7748367366576,36.8015798623629,29.5006827954013,,,,,,,0,2.777778,2.857143,2.714286,72.3192605081735
EMR.N,Emerson Electric Co,United States of America,Electrical Equipment,77181780000,US2910111044,73.9741080236552,74.2541316191723,69.2590909414517,71.9540569820864,73.0519465750655,69.0175010966608,70.095544776741,67.1345675528402,62.8296037412459,47.2567803057113,38.4141648128863,41.5915749174009,48.3519429180841,50.0154707162776,55.1131313947096,51.5886627117608,36.5479684549644,25.6721272798486,26.9705160864506,31.6734261259356,21.4535872457473,11.3746559810231,,,,0,3.538462,3.375,3,81.3425230762089
AMT.N,American Tower Corp,United States of America,Specialized REITs,76872356385,US03027X1000,81.0859654650245,85.3482451594244,80.9113229030381,68.9041473452026,71.8939162644364,73.6550430730629,61.4996617330038,58.8830010024353,57.3676734662202,42.1676362311331,44.1814300325309,46.1087070913087,54.234324625483,43.0267732226461,49.5239172716794,30.8385308331908,26.7763799830186,38.6054897725336,23.7884469269389,26.0751105629456,,,,,,0,2.416667,2,3.9,79.2088266817979
HLT.N,Hilton Worldwide Holdings Inc,United States of America,"Hotels, Restaurants & Leisure",76865472805.8,US43300A2033,79.9532905960857,78.4924237165536,82.0973791031868,85.2540165598533,86.0987437813387,78.3059103406497,72.7960480397259,63.5715363074784,58.4598596535985,53.5345005804367,,,,,,,,,,,,,,,,3.187505,2.888889,3.375,3.75,81.5754973078361
ECL.N,Ecolab Inc,United States of America,Chemicals,76840881171.06,US2788651006,80.2766732786793,80.6343454319321,80.5321433416468,78.1771667592013,74.3075106426988,68.9860946119852,66.8723168627299,70.7877895622809,65.9539699643091,67.9739394689829,62.9305425780843,60.5820219202814,58.584202749402,63.7743990638974,52.5379751877103,52.671216416894,39.3908201910024,58.2681893215805,29.3611961000097,30.7422855154927,,,,,,0,3.875,3.8,3.4,83.9527503197612
NTES.OQ,NetEase Inc,United States of America,Entertainment,76812350804.2737,US64110W1027,76.1051202869035,78.2810251851601,71.4114026016121,66.7848003564826,44.8754143797713,38.9044641086452,39.0408310615941,30.7073721376573,28.0242692515946,,,,,,,,,,,,,,,,,1.060568,2,1,2.181818,77.3887481954144
ICE.N,Intercontinental Exchange Inc,United States of America,Capital Markets,76406393199.45,US45866F1049,62.5695043992369,70.5402394559091,67.4782544012512,59.1285935751268,68.5734695413347,62.2668977597544,63.2910281792066,69.7305150128824,61.7928106130452,43.7139046269211,29.7160677503228,22.5486367201357,24.3559212503808,19.8610359965672,26.9605665505818,32.0924236300658,30.4623738062023,37.9378714240674,37.2818391905731,,,,,,,0,2.25,1.5,3.428571,62.2620263456033
ITW.N,Illinois Tool Works Inc,United States of America,Machinery,76378596000,US4523081093,66.4225291243455,65.5697762071346,72.2644344959519,73.7360625926586,52.4533308214053,48.7474395315205,49.2798710636394,45.1504369542678,45.3189554611782,40.0249156629493,48.3709169261181,44.3327986570861,49.1585430149424,43.2884553265129,27.5149432112474,35.9742018252312,37.222795369829,22.7673128831515,14.1866666898458,22.0855852676823,23.8275526431521,20.7020221170026,,,,0,2.1875,2.666667,3.4,62.3395043283032
PSX.N,Phillips 66,United States of America,"Oil, Gas & Consumable Fuels",76105485496.4,US7185461040,67.4340266743139,69.8783743643031,71.1747091791798,74.0325925311572,68.2327246574615,71.5264142060586,67.4574491426985,64.9650904414701,42.1847297375467,36.1349107468638,33.5049333560643,,,,,,,,,,,,,,,2.15771,2.5,2,3,62.7478678327232
INTU.OQ,Intuit Inc,United States of America,Software,76089787290,US4612021034,76.0731622812899,82.8051925027606,79.7118446074054,69.4885578794482,74.104652089858,74.6640967124076,83.7837506378874,75.608964706279,77.7477157737314,72.835647953138,69.9300175387439,64.3123550954214,62.1839143144695,71.8048360169708,51.090680905866,46.3291690472178,33.7606339631955,38.5925978635948,37.5237485783117,38.8077123326782,39.6802372615896,31.7528518546498,39.4649363055072,,,0,3.75,2.75,3.571429,73.3607580176263
AEP.OQ,American Electric Power Company Inc,United States of America,Electric Utilities,75974053825.6,US0255371017,63.0601460353398,66.4083546662887,76.6127076632434,71.6801101225202,61.1413886072963,65.3361956430779,60.992652674589,62.9461119559149,62.7474251016705,58.5593692201011,58.7253793581503,63.2007187872256,68.9918479579303,70.9121193654261,73.8300290936335,75.7596043957272,56.6146522204953,51.2338742966575,41.4895829652602,46.5345283568946,43.484245488533,51.4269804572441,,,,0,2.333333,3.142857,3.5,57.4276121906667
AON.N,Aon PLC,United States of America,Insurance,75939419986.44,IE00BLP1HW54,61.2285346355562,65.6166197470715,58.1822595297068,57.8774400531432,62.6513175362821,50.1452194357714,49.9983154074677,50.1078274498843,47.6720220229357,56.5830743688528,58.5727559028568,54.0725094883032,57.8145074902488,49.8456537423929,56.9932375302194,46.5865207632923,45.7983350079122,35.6038890525736,43.3496320622757,48.1594924153028,44.1209763539283,55.7540301363311,,,,0,2.75,1,3.357143,55.297916181074
BAM.N,BROOKFIELD ASSET MANAGEMENT LTD,United States of America,Capital Markets,75633687267.12,CA1130041058,50.9198590960941,50.0630931788944,,,,,,,,,,,,,,,,,,,,,,,,0,2.5,2.5,3.785714,49.0803498083073
